Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_address_ID
US-2018-107993,2018-11-25,2018-11-30,Standard Class,2193
US-2020-127334,2020-12-15,2020-12-21,Standard Class,2194
CA-2020-157742,2020-12-29,2020-12-31,Second Class,2195
CA-2018-131947,2018-09-17,2018-09-22,Standard Class,2196
CA-2019-150714,2019-10-26,2019-11-01,Standard Class,2197
CA-2019-112767,2019-08-02,2019-08-06,Standard Class,2198
CA-2020-108056,2020-09-29,2020-10-03,Standard Class,2199
CA-2019-116841,2019-04-14,2019-04-18,Standard Class,2200
US-2020-164189,2020-03-24,2020-03-28,Standard Class,2201
US-2020-114293,2020-11-21,2020-11-26,Standard Class,2202
CA-2020-130484,2020-08-22,2020-08-27,Standard Class,2203
CA-2018-125731,2018-09-10,2018-09-16,Standard Class,2204
CA-2020-163328,2020-11-04,2020-11-06,Second Class,2205
CA-2021-158120,2021-11-17,2021-11-21,Standard Class,2206
US-2019-144771,2019-10-02,2019-10-04,First Class,2207
US-2019-156867,2019-11-13,2019-11-17,Standard Class,2208
US-2020-135720,2020-12-11,2020-12-13,Second Class,2209
US-2020-123470,2020-08-15,2020-08-21,Standard Class,2210
CA-2019-166135,2019-10-01,2019-10-06,Standard Class,2211
US-2020-100839,2020-10-13,2020-10-17,Standard Class,2212
CA-2019-151841,2019-04-27,2019-05-02,Standard Class,2213
US-2021-106131,2021-01-14,2021-01-16,First Class,2214
US-2021-125717,2021-09-28,2021-10-01,First Class,2215
CA-2019-106978,2019-09-28,2019-10-04,Standard Class,2216
CA-2020-108875,2020-09-24,2020-10-01,Standard Class,2217
CA-2018-120096,2018-07-04,2018-07-07,First Class,2218
CA-2018-141355,2018-09-25,2018-09-30,Standard Class,2219
US-2019-165743,2019-11-20,2019-11-23,Second Class,2220
US-2019-136427,2019-06-20,2019-06-23,First Class,2221
CA-2019-126186,2019-09-11,2019-09-12,First Class,2222
CA-2018-133690,2018-08-03,2018-08-05,First Class,2223
CA-2021-145233,2021-12-01,2021-12-05,Standard Class,2224
CA-2018-134313,2018-11-01,2018-11-07,Standard Class,2225
CA-2020-114727,2020-07-18,2020-07-24,Standard Class,2226
CA-2021-121538,2021-11-28,2021-12-01,First Class,2227
US-2018-140116,2018-03-10,2018-03-17,Standard Class,2228
CA-2021-138310,2021-06-26,2021-06-30,Standard Class,2229
US-2019-131359,2019-10-30,2019-11-02,Second Class,2230
CA-2020-151512,2020-12-26,2021-01-02,Standard Class,2231
US-2020-151862,2020-03-01,2020-03-08,Standard Class,2232
CA-2021-105851,2021-03-13,2021-03-20,Standard Class,2233
CA-2018-124737,2018-08-23,2018-08-27,Standard Class,2234
US-2021-112347,2021-12-02,2021-12-06,Standard Class,2235
CA-2021-157672,2021-10-05,2021-10-07,First Class,2236
CA-2020-157707,2020-10-10,2020-10-12,First Class,2237
CA-2019-130848,2019-10-25,2019-10-25,Same Day,2238
CA-2018-111451,2018-12-26,2018-12-28,First Class,2239
US-2019-103471,2019-12-24,2019-12-28,Standard Class,2240
CA-2019-127019,2019-12-21,2019-12-25,Standard Class,2241
CA-2020-146010,2020-05-20,2020-05-23,First Class,2242
CA-2020-114538,2020-12-26,2020-12-27,First Class,2243
CA-2019-104346,2019-12-11,2019-12-16,Standard Class,2244
CA-2020-149279,2020-04-24,2020-04-28,Standard Class,2245
CA-2019-149636,2019-01-06,2019-01-12,Standard Class,2246
CA-2019-156118,2019-12-08,2019-12-12,Standard Class,2247
CA-2020-142902,2020-09-12,2020-09-14,Second Class,2248
CA-2018-142048,2018-06-22,2018-06-25,First Class,2249
CA-2018-163419,2018-11-11,2018-11-14,Second Class,2250
CA-2021-121412,2021-09-23,2021-09-27,Standard Class,2251
CA-2018-164210,2018-11-18,2018-11-20,Second Class,2252
CA-2021-134845,2021-04-17,2021-04-23,Standard Class,2253
CA-2019-107468,2019-12-18,2019-12-22,Standard Class,2254
CA-2021-105445,2021-02-20,2021-02-25,Second Class,2255
US-2019-122910,2019-05-12,2019-05-16,Standard Class,2256
CA-2021-105991,2021-05-05,2021-05-06,First Class,2257
CA-2019-144043,2019-05-10,2019-05-15,Standard Class,2258
CA-2020-151148,2020-09-12,2020-09-13,Same Day,2259
CA-2021-117646,2021-08-21,2021-08-25,Standard Class,2260
US-2020-105578,2020-05-30,2020-06-04,Standard Class,2261
CA-2021-116946,2021-12-19,2021-12-23,Standard Class,2262
CA-2019-138898,2019-05-25,2019-05-29,Standard Class,2263
US-2018-160780,2018-06-21,2018-06-21,Same Day,2264
CA-2019-107741,2019-03-08,2019-03-10,First Class,2265
US-2020-157490,2020-10-06,2020-10-07,First Class,2266
CA-2020-112109,2020-07-08,2020-07-12,Standard Class,2267
CA-2020-125724,2020-09-22,2020-09-27,Standard Class,2268
CA-2020-106383,2020-03-19,2020-03-21,Second Class,2269
CA-2021-138422,2021-09-23,2021-09-26,First Class,2270
US-2021-132059,2021-09-23,2021-09-29,Standard Class,2271
CA-2021-130141,2021-10-22,2021-10-24,Second Class,2272
US-2020-141880,2020-08-22,2020-08-23,First Class,2273
CA-2021-102218,2021-09-02,2021-09-04,Second Class,2274
US-2020-144211,2020-08-28,2020-09-02,Standard Class,2275
CA-2018-140816,2018-12-20,2018-12-20,Same Day,2276
CA-2021-118017,2021-12-03,2021-12-06,Second Class,2277
CA-2019-128356,2019-10-02,2019-10-07,Standard Class,2278
CA-2021-132738,2021-08-04,2021-08-07,First Class,2279
CA-2021-156720,2021-12-30,2022-01-03,Standard Class,2280
US-2021-162068,2021-12-28,2021-12-31,Second Class,2281
CA-2021-146346,2021-06-17,2021-06-20,First Class,2282
CA-2020-107146,2020-06-17,2020-06-19,First Class,2283
CA-2020-143154,2020-12-02,2020-12-08,Standard Class,2284
CA-2021-101700,2021-04-23,2021-04-26,First Class,2285
CA-2020-154508,2020-11-16,2020-11-20,Standard Class,2286
CA-2021-115931,2021-12-22,2021-12-26,Standard Class,2287
CA-2021-155873,2021-06-16,2021-06-21,Standard Class,2288
CA-2020-150658,2020-11-17,2020-11-22,Standard Class,2289
CA-2020-131639,2020-12-17,2020-12-23,Standard Class,2290
US-2021-111745,2021-11-05,2021-11-06,First Class,2291
CA-2019-149678,2019-04-13,2019-04-15,Second Class,2292
CA-2021-140053,2021-07-03,2021-07-10,Standard Class,2293
CA-2021-168655,2021-10-12,2021-10-18,Standard Class,2294
CA-2021-106859,2021-03-13,2021-03-18,Second Class,2295
CA-2018-152345,2018-12-29,2019-01-03,Second Class,2296
US-2021-103226,2021-09-22,2021-09-28,Standard Class,2297
CA-2021-122798,2021-12-28,2022-01-01,Standard Class,2298
CA-2018-100881,2018-03-28,2018-04-01,Standard Class,2299
US-2018-134054,2018-10-10,2018-10-10,Same Day,2300
CA-2019-129770,2019-02-21,2019-02-23,Second Class,2301
CA-2021-143329,2021-11-03,2021-11-08,Standard Class,2302
CA-2019-157028,2019-11-28,2019-12-03,Standard Class,2303
CA-2018-143385,2018-08-31,2018-09-05,Standard Class,2304
CA-2019-137603,2019-09-19,2019-09-24,Standard Class,2305
CA-2021-166856,2021-09-18,2021-09-22,Standard Class,2306
CA-2019-123141,2019-11-14,2019-11-19,Standard Class,2307
CA-2021-102946,2021-06-30,2021-07-05,Standard Class,2308
CA-2019-115511,2019-11-21,2019-11-25,Standard Class,2309
CA-2019-166800,2019-11-19,2019-11-26,Standard Class,2310
CA-2019-107685,2019-11-30,2019-12-02,Second Class,2311
CA-2019-127481,2019-12-12,2019-12-15,Second Class,2312
CA-2019-151470,2019-09-20,2019-09-26,Standard Class,2313
US-2021-166688,2021-05-20,2021-05-26,Standard Class,2314
CA-2018-102645,2018-01-23,2018-01-28,Standard Class,2315
CA-2020-160395,2020-12-31,2021-01-06,Standard Class,2316
US-2018-133949,2018-12-31,2018-12-31,Same Day,2317
US-2018-132745,2018-10-01,2018-10-05,Standard Class,2318
CA-2021-148446,2021-12-10,2021-12-14,Second Class,2319
CA-2020-107615,2020-03-22,2020-03-25,First Class,2320
CA-2018-126760,2018-07-26,2018-08-02,Standard Class,2321
CA-2018-160262,2018-06-09,2018-06-13,Second Class,2322
US-2019-114741,2019-12-06,2019-12-10,Standard Class,2323
CA-2020-138478,2020-10-21,2020-10-26,Second Class,2324
CA-2018-125759,2018-02-08,2018-02-09,First Class,2325
CA-2021-118857,2021-04-15,2021-04-18,First Class,2326
US-2020-102239,2020-05-05,2020-05-06,First Class,2327
CA-2020-107202,2020-05-21,2020-05-28,Standard Class,2328
CA-2020-140613,2020-07-22,2020-07-29,Standard Class,2329
CA-2019-105844,2019-10-25,2019-10-27,Second Class,2330
CA-2021-127432,2021-01-22,2021-01-27,Standard Class,2331
CA-2018-168158,2018-07-19,2018-07-24,Standard Class,2332
CA-2018-110555,2018-04-11,2018-04-18,Standard Class,2333
CA-2019-119214,2019-01-23,2019-01-27,Standard Class,2334
CA-2018-106719,2018-08-24,2018-08-24,Same Day,2335
CA-2021-169929,2021-09-25,2021-09-28,First Class,2336
CA-2019-144519,2019-11-13,2019-11-17,Standard Class,2337
US-2021-148054,2021-10-06,2021-10-11,Standard Class,2338
CA-2021-163671,2021-12-24,2021-12-30,Standard Class,2339
CA-2019-150875,2019-11-16,2019-11-20,Standard Class,2340
CA-2019-163895,2019-08-07,2019-08-11,Standard Class,2341
CA-2021-142293,2021-09-17,2021-09-20,First Class,2342
US-2018-121734,2018-04-11,2018-04-16,Standard Class,2343
CA-2019-141012,2019-06-09,2019-06-11,Second Class,2344
US-2021-116897,2021-05-27,2021-05-29,First Class,2345
CA-2020-161361,2020-03-26,2020-03-28,Second Class,2346
US-2018-112991,2018-12-10,2018-12-14,Standard Class,2347
CA-2020-116911,2020-09-15,2020-09-20,Standard Class,2348
CA-2020-152247,2020-11-07,2020-11-12,Standard Class,2349
US-2019-118983,2019-11-22,2019-11-26,Standard Class,2350
CA-2018-103849,2018-05-11,2018-05-16,Standard Class,2351
US-2020-137547,2020-03-07,2020-03-12,Standard Class,2352
CA-2020-119186,2020-05-26,2020-05-26,Same Day,2353
CA-2021-160045,2021-04-26,2021-04-27,First Class,2354
CA-2019-135622,2019-12-08,2019-12-11,Second Class,2355
CA-2020-128923,2020-12-09,2020-12-13,Standard Class,2356
CA-2021-135692,2021-04-27,2021-05-01,Standard Class,2357
US-2021-133200,2021-05-06,2021-05-11,Standard Class,2358
CA-2018-163748,2018-10-14,2018-10-18,Standard Class,2359
CA-2018-165393,2018-12-27,2018-12-30,First Class,2360
CA-2019-107083,2019-11-21,2019-11-27,Standard Class,2361
CA-2021-107727,2021-10-19,2021-10-23,Second Class,2362
CA-2020-159695,2020-04-05,2020-04-10,Second Class,2363
CA-2019-130792,2019-04-28,2019-05-05,Standard Class,2364
CA-2020-140634,2020-10-03,2020-10-06,Second Class,2365
US-2019-125374,2019-03-23,2019-03-29,Standard Class,2366
US-2021-124926,2021-11-13,2021-11-18,Second Class,2367
CA-2021-159457,2021-10-19,2021-10-26,Standard Class,2368
US-2018-157406,2018-04-25,2018-04-29,Standard Class,2369
US-2019-107349,2019-07-13,2019-07-15,First Class,2370
CA-2018-139017,2018-05-11,2018-05-17,Standard Class,2371
CA-2018-129168,2018-08-17,2018-08-23,Standard Class,2372
CA-2020-146206,2020-09-10,2020-09-14,Second Class,2373
CA-2018-128888,2018-11-15,2018-11-22,Standard Class,2374
CA-2018-110030,2018-12-06,2018-12-08,Second Class,2375
US-2021-156356,2021-04-16,2021-04-22,Standard Class,2376
US-2020-127971,2020-11-20,2020-11-27,Standard Class,2377
CA-2018-165309,2018-11-11,2018-11-15,Standard Class,2378
CA-2021-142867,2021-03-17,2021-03-21,Standard Class,2379
CA-2021-168739,2021-05-29,2021-06-05,Standard Class,2380
CA-2021-157420,2021-11-21,2021-11-21,Same Day,2380
US-2021-102288,2021-06-19,2021-06-23,Standard Class,2381
CA-2019-116687,2019-05-02,2019-05-07,Standard Class,2382
US-2019-117184,2019-05-17,2019-05-21,Standard Class,2383
CA-2018-116757,2018-06-30,2018-07-04,Standard Class,2384
CA-2019-111990,2019-11-08,2019-11-13,Standard Class,2385
CA-2019-159863,2019-09-04,2019-09-07,Second Class,2386
CA-2020-166240,2020-06-24,2020-06-28,Standard Class,2387
CA-2021-164042,2021-05-23,2021-05-27,Standard Class,2388
CA-2021-131254,2021-11-19,2021-11-21,First Class,2389
CA-2018-107706,2018-02-14,2018-02-19,Second Class,2390
CA-2019-110548,2019-05-04,2019-05-08,Standard Class,2391
US-2020-132577,2020-11-22,2020-11-27,Standard Class,2392
CA-2021-104927,2021-12-22,2021-12-26,Standard Class,2393
CA-2020-133697,2020-10-20,2020-10-24,Second Class,2394
US-2021-119816,2021-03-04,2021-03-06,Second Class,2395
CA-2021-111262,2021-10-28,2021-11-01,Second Class,2396
CA-2018-100678,2018-04-18,2018-04-22,Standard Class,2397
CA-2021-104108,2021-12-02,2021-12-09,Standard Class,2398
CA-2019-128125,2019-03-31,2019-04-05,Standard Class,2399
CA-2021-146185,2021-09-15,2021-09-19,Standard Class,2400
CA-2021-133102,2021-08-17,2021-08-24,Standard Class,2401
US-2018-143721,2018-11-23,2018-11-26,Second Class,2402
CA-2018-158281,2018-09-02,2018-09-07,Standard Class,2403
CA-2018-130421,2018-03-03,2018-03-07,Standard Class,2404
US-2018-157847,2018-04-02,2018-04-06,Second Class,2404
CA-2018-103800,2018-01-03,2018-01-07,Standard Class,2405
CA-2019-162964,2019-11-12,2019-11-18,Standard Class,2406
US-2018-120236,2018-09-03,2018-09-04,First Class,2407
CA-2021-142489,2021-11-14,2021-11-16,Second Class,2408
CA-2019-135251,2019-08-06,2019-08-10,Standard Class,2409
CA-2018-103086,2018-10-17,2018-10-19,Second Class,2410
US-2018-164644,2018-07-22,2018-07-24,Second Class,2411
CA-2019-117415,2019-12-27,2019-12-31,Standard Class,2412
US-2021-118038,2021-12-09,2021-12-11,First Class,2413
US-2018-152030,2018-12-26,2018-12-28,Second Class,2414
CA-2019-157812,2019-03-22,2019-03-26,Standard Class,2415
CA-2019-146829,2019-03-10,2019-03-10,Same Day,2416
US-2021-145863,2021-04-21,2021-04-27,Standard Class,2417
US-2020-110156,2020-11-19,2020-11-24,Standard Class,2418
CA-2020-130946,2020-04-08,2020-04-12,Standard Class,2419
CA-2019-126697,2019-09-21,2019-09-24,First Class,2420
CA-2019-143077,2019-09-17,2019-09-21,Standard Class,2421
CA-2018-104773,2018-12-08,2018-12-13,Standard Class,2422
US-2021-158218,2021-05-12,2021-05-15,Second Class,2423
CA-2021-121503,2021-07-03,2021-07-06,Second Class,2424
CA-2019-155761,2019-12-11,2019-12-11,Same Day,2425
CA-2019-132507,2019-07-30,2019-08-03,Second Class,2426
CA-2019-160794,2019-08-06,2019-08-08,First Class,2427
CA-2019-124541,2019-04-06,2019-04-10,Standard Class,2428
CA-2021-162075,2021-03-18,2021-03-24,Standard Class,2428
US-2018-112914,2018-09-25,2018-09-30,Standard Class,2429
CA-2018-123498,2018-11-07,2018-11-09,First Class,2430
CA-2020-169971,2020-09-04,2020-09-09,Standard Class,2431
CA-2020-111318,2020-07-23,2020-07-26,First Class,2431
US-2020-148334,2020-08-22,2020-08-26,Standard Class,2432
CA-2020-134691,2020-11-14,2020-11-18,Standard Class,2433
CA-2021-142174,2021-03-04,2021-03-09,Standard Class,2434
CA-2020-107790,2020-11-20,2020-11-24,Standard Class,2435
CA-2019-118738,2019-10-24,2019-10-30,Standard Class,2436
CA-2019-110877,2019-10-23,2019-10-26,First Class,2437
CA-2020-128307,2020-07-25,2020-07-29,Standard Class,2438
CA-2020-117919,2020-08-27,2020-08-29,Second Class,2439
US-2021-141698,2021-04-15,2021-04-21,Standard Class,2440
CA-2021-161774,2021-05-14,2021-05-15,First Class,2441
CA-2019-168809,2019-08-25,2019-08-25,Same Day,2442
CA-2021-103415,2021-12-03,2021-12-08,Standard Class,2443
CA-2019-119690,2019-06-25,2019-06-28,First Class,2443
CA-2020-158925,2020-10-24,2020-10-28,Standard Class,2444
CA-2021-159149,2021-02-17,2021-02-19,First Class,2445
CA-2020-144645,2020-02-02,2020-02-08,Standard Class,2446
CA-2019-121132,2019-07-17,2019-07-24,Standard Class,2447
CA-2020-132829,2020-12-23,2020-12-26,Second Class,2448
CA-2018-121629,2018-11-28,2018-12-02,Standard Class,2449
CA-2019-131856,2019-05-12,2019-05-17,Standard Class,2450
CA-2021-122763,2021-03-20,2021-03-20,Same Day,2451
CA-2020-143406,2020-09-26,2020-09-30,Standard Class,2452
CA-2019-163181,2019-11-07,2019-11-12,Standard Class,2453
US-2020-111563,2020-11-04,2020-11-08,Standard Class,2454
CA-2020-132017,2020-09-26,2020-09-27,First Class,2455
CA-2021-152926,2021-10-02,2021-10-04,Second Class,2456
CA-2019-130183,2019-11-13,2019-11-17,Standard Class,2457
CA-2020-108210,2020-05-30,2020-05-31,Same Day,2458
CA-2019-168088,2019-03-19,2019-03-22,First Class,2459
CA-2020-130225,2020-09-11,2020-09-17,Standard Class,2460
US-2018-147606,2018-11-26,2018-12-01,Second Class,2461
US-2019-161991,2019-09-26,2019-09-28,Second Class,2462
CA-2018-159310,2018-11-07,2018-11-12,Standard Class,2462
CA-2021-130043,2021-09-15,2021-09-19,Standard Class,2463
CA-2021-101945,2021-11-24,2021-11-28,Standard Class,2464
CA-2020-168081,2020-04-24,2020-04-27,Second Class,2465
CA-2020-148698,2020-05-02,2020-05-07,Standard Class,2466
CA-2019-145401,2019-01-30,2019-02-04,Standard Class,2467
CA-2020-112025,2020-07-30,2020-08-04,Standard Class,2468
US-2021-112613,2021-05-28,2021-06-01,Standard Class,2469
CA-2019-120397,2019-07-02,2019-07-02,Same Day,2470
US-2020-126844,2020-10-08,2020-10-14,Standard Class,2471
CA-2021-118773,2021-02-09,2021-02-14,Standard Class,2472
CA-2020-103037,2020-07-25,2020-07-29,Standard Class,2473
US-2018-150924,2018-09-12,2018-09-16,Second Class,2474
CA-2018-154186,2018-12-13,2018-12-15,Second Class,2475
CA-2021-144036,2021-11-22,2021-11-26,Standard Class,2476
CA-2019-136378,2019-04-02,2019-04-07,Standard Class,2477
CA-2019-129392,2019-07-08,2019-07-08,Same Day,2478
CA-2020-145240,2020-09-06,2020-09-08,First Class,2479
CA-2020-144540,2020-09-05,2020-09-10,Standard Class,2480
US-2018-161613,2018-12-01,2018-12-03,Second Class,2481
CA-2018-134572,2018-04-20,2018-04-22,Second Class,2482
CA-2020-149195,2020-09-05,2020-09-07,Second Class,2483
CA-2021-164098,2021-01-26,2021-01-27,First Class,2484
CA-2019-119550,2019-12-26,2019-12-31,Standard Class,2485
CA-2021-126396,2021-09-08,2021-09-12,Second Class,2486
CA-2021-154676,2021-08-05,2021-08-08,First Class,2487
CA-2018-151897,2018-06-06,2018-06-10,Standard Class,2488
CA-2019-166583,2019-06-26,2019-06-30,Standard Class,2489
US-2021-141677,2021-03-26,2021-03-30,Standard Class,2490
CA-2020-101693,2020-06-25,2020-06-27,Second Class,2491
US-2021-160836,2021-09-11,2021-09-16,Standard Class,2492
CA-2021-140802,2021-04-21,2021-04-23,First Class,2493
CA-2021-143294,2021-06-02,2021-06-08,Standard Class,2494
CA-2020-128706,2020-02-27,2020-03-02,Standard Class,2495
CA-2019-137064,2019-02-06,2019-02-13,Standard Class,2496
CA-2020-125087,2020-04-18,2020-04-23,Standard Class,2497
CA-2018-126200,2018-08-25,2018-08-29,Standard Class,2498
CA-2020-112739,2020-09-02,2020-09-07,Second Class,2499
CA-2020-120824,2020-06-12,2020-06-16,Second Class,2500
CA-2019-133585,2019-03-01,2019-03-04,First Class,2501
CA-2021-150266,2021-11-25,2021-11-30,Standard Class,2502
CA-2021-106691,2021-11-06,2021-11-12,Standard Class,2503
CA-2020-128916,2020-08-18,2020-08-20,Second Class,2504
CA-2021-112473,2021-05-25,2021-06-01,Standard Class,2505
CA-2019-163734,2019-06-19,2019-06-24,Standard Class,2506
CA-2021-144491,2021-03-27,2021-04-01,Standard Class,2507
CA-2018-127166,2018-05-21,2018-05-23,Second Class,2508
US-2021-152366,2021-04-21,2021-04-25,Second Class,2509
US-2018-106992,2018-09-19,2018-09-21,Second Class,2510
CA-2020-108987,2020-09-08,2020-09-10,Second Class,2511
CA-2020-101966,2020-07-14,2020-07-16,Second Class,2512
US-2018-160444,2018-07-05,2018-07-05,Same Day,2513
US-2021-147221,2021-12-02,2021-12-04,Second Class,2514
CA-2018-110352,2018-11-23,2018-11-29,Standard Class,2515
CA-2019-137071,2019-12-20,2019-12-21,First Class,2515
US-2019-114839,2019-04-26,2019-04-30,Standard Class,2516
CA-2018-165428,2018-09-01,2018-09-04,First Class,2517
CA-2020-130050,2020-07-16,2020-07-18,Second Class,2518
CA-2020-163153,2020-03-21,2020-03-25,Standard Class,2519
CA-2019-103205,2019-12-08,2019-12-10,Second Class,2520
US-2020-144547,2020-11-10,2020-11-14,Standard Class,2521
CA-2021-128426,2021-10-07,2021-10-11,Standard Class,2522
US-2020-131611,2020-11-05,2020-11-09,Standard Class,2523
CA-2019-162621,2019-09-05,2019-09-11,Standard Class,2524
CA-2018-105165,2018-09-07,2018-09-10,First Class,2525
CA-2018-146283,2018-09-08,2018-09-15,Standard Class,2526
CA-2019-120320,2019-03-05,2019-03-09,Standard Class,2527
US-2018-159618,2018-11-12,2018-11-16,Standard Class,2528
CA-2020-152765,2020-06-15,2020-06-18,First Class,2529
CA-2019-125710,2019-10-08,2019-10-13,Standard Class,2530
CA-2018-111899,2018-05-04,2018-05-05,First Class,2531
CA-2021-105669,2021-09-17,2021-09-22,Second Class,2532
CA-2020-136595,2020-09-05,2020-09-07,First Class,2533
CA-2021-107958,2021-07-02,2021-07-05,First Class,2534
CA-2020-112382,2020-05-09,2020-05-13,Standard Class,2535
CA-2019-126669,2019-11-07,2019-11-13,Standard Class,2536
CA-2018-168312,2018-03-01,2018-03-07,Standard Class,2537
CA-2020-163048,2020-02-08,2020-02-15,Standard Class,2538
CA-2020-164770,2020-12-02,2020-12-04,Second Class,2539
CA-2020-117590,2020-12-08,2020-12-10,First Class,2540
CA-2018-139892,2018-09-08,2018-09-12,Standard Class,2541
CA-2021-152275,2021-10-01,2021-10-08,Standard Class,2542
US-2018-141215,2018-06-15,2018-06-21,Standard Class,2543
CA-2019-111395,2019-11-23,2019-11-27,Standard Class,2544
CA-2019-139094,2019-11-22,2019-11-27,Standard Class,2545
CA-2019-135391,2019-02-09,2019-02-11,Second Class,2546
CA-2018-151078,2018-11-12,2018-11-12,Same Day,2547
CA-2021-112039,2021-03-25,2021-03-29,Standard Class,2548
CA-2020-159373,2020-03-13,2020-03-18,Standard Class,2549
US-2018-122959,2018-12-12,2018-12-12,Same Day,2550
CA-2021-112529,2021-11-19,2021-11-21,First Class,2551
US-2021-105389,2021-10-23,2021-10-28,Second Class,2552
CA-2021-134285,2021-12-07,2021-12-12,Standard Class,2553
US-2019-163685,2019-06-01,2019-06-05,Standard Class,2554
CA-2020-145730,2020-03-03,2020-03-08,Standard Class,2555
CA-2019-123155,2019-03-09,2019-03-12,First Class,2556
CA-2019-140025,2019-04-07,2019-04-11,Standard Class,2557
CA-2019-156608,2019-10-24,2019-10-29,Standard Class,2558
CA-2020-149685,2020-10-08,2020-10-15,Standard Class,2559
US-2020-152373,2020-09-05,2020-09-11,Standard Class,2560
CA-2021-138618,2021-12-01,2021-12-08,Standard Class,2561
CA-2020-166373,2020-10-21,2020-10-25,Standard Class,2562
US-2020-116365,2020-01-03,2020-01-08,Standard Class,2563
CA-2019-141810,2019-11-02,2019-11-07,Standard Class,2564
CA-2019-143147,2019-05-26,2019-05-28,Second Class,2565
CA-2018-169019,2018-07-26,2018-07-30,Standard Class,2566
CA-2020-157000,2020-07-16,2020-07-22,Standard Class,2567
CA-2021-105144,2021-11-04,2021-11-11,Standard Class,2568
CA-2019-156377,2019-12-31,2020-01-05,Standard Class,2569
CA-2021-113355,2021-12-01,2021-12-05,Standard Class,2570
CA-2019-118955,2019-06-16,2019-06-20,Standard Class,2571
CA-2018-120852,2018-12-20,2018-12-25,Standard Class,2572
CA-2020-103919,2020-10-03,2020-10-07,Standard Class,2573
US-2021-116701,2021-12-17,2021-12-21,Second Class,2574
CA-2019-101007,2019-02-09,2019-02-13,Second Class,2575
US-2020-146710,2020-08-27,2020-09-01,Standard Class,2576
CA-2020-165218,2020-03-05,2020-03-11,Standard Class,2577
CA-2018-122567,2018-02-16,2018-02-21,Standard Class,2578
CA-2021-112809,2021-08-18,2021-08-22,Standard Class,2579
CA-2021-141992,2021-06-19,2021-06-25,Standard Class,2580
US-2019-122140,2019-04-02,2019-04-07,Standard Class,2581
CA-2021-155047,2021-08-27,2021-08-30,First Class,2582
CA-2020-137176,2020-09-09,2020-09-14,Second Class,2583
CA-2021-160087,2021-03-18,2021-03-22,Standard Class,2584
CA-2021-100223,2021-07-05,2021-07-10,Standard Class,2585
CA-2019-123456,2019-07-09,2019-07-13,Standard Class,2586
CA-2020-147970,2020-01-31,2020-02-02,Second Class,2587
US-2018-168501,2018-11-21,2018-11-27,Standard Class,2588
CA-2021-113873,2021-11-13,2021-11-19,Standard Class,2589
CA-2019-112214,2019-08-05,2019-08-11,Standard Class,2590
CA-2021-166919,2021-11-23,2021-11-27,Standard Class,2591
CA-2021-121195,2021-12-24,2021-12-27,First Class,2592
CA-2021-140508,2021-09-18,2021-09-21,First Class,2593
CA-2020-116337,2020-11-07,2020-11-12,Standard Class,2594
CA-2019-142937,2019-12-05,2019-12-06,First Class,2595
CA-2021-156622,2021-11-23,2021-11-26,First Class,2596
CA-2019-150413,2019-10-19,2019-10-24,Second Class,2597
CA-2021-148642,2021-03-06,2021-03-12,Standard Class,2598
CA-2021-150504,2021-11-06,2021-11-12,Standard Class,2599
CA-2021-137449,2021-06-29,2021-06-30,First Class,2600
CA-2018-133963,2018-05-18,2018-05-22,Second Class,2601
CA-2020-161816,2020-04-28,2020-05-01,First Class,2602
CA-2020-128531,2020-11-24,2020-11-26,Second Class,2603
CA-2018-143903,2018-07-20,2018-07-24,Standard Class,2604
CA-2018-165379,2018-07-09,2018-07-15,Standard Class,2605
CA-2021-152583,2021-10-30,2021-10-30,Same Day,2606
US-2020-131674,2020-11-29,2020-12-01,Second Class,2607
CA-2020-124681,2020-07-18,2020-07-23,Second Class,2608
CA-2019-141243,2019-01-03,2019-01-08,Second Class,2609
CA-2018-158442,2018-03-17,2018-03-17,Same Day,2610
CA-2020-123932,2020-09-06,2020-09-12,Standard Class,2611
CA-2021-100951,2021-06-09,2021-06-10,First Class,2612
CA-2021-161557,2021-09-03,2021-09-08,Standard Class,2613
CA-2021-131632,2021-10-31,2021-11-04,Standard Class,2614
US-2019-123918,2019-10-15,2019-10-15,Same Day,2615
CA-2019-161767,2019-11-20,2019-11-24,Standard Class,2616
CA-2020-160136,2020-11-03,2020-11-09,Standard Class,2617
CA-2021-169362,2021-10-12,2021-10-15,First Class,2618
US-2019-118766,2019-10-15,2019-10-22,Standard Class,2619
CA-2021-167549,2021-07-25,2021-07-27,First Class,2620
CA-2018-129189,2018-07-21,2018-07-25,Standard Class,2621
CA-2018-120775,2018-10-03,2018-10-07,Standard Class,2622
CA-2021-132290,2021-03-10,2021-03-14,Standard Class,2623
CA-2020-130400,2020-03-08,2020-03-12,Standard Class,2624
US-2021-119319,2021-11-06,2021-11-09,Second Class,2625
US-2021-148551,2021-01-12,2021-01-16,Standard Class,2626
CA-2021-142461,2021-05-30,2021-06-03,Second Class,2627
CA-2021-102729,2021-10-26,2021-10-31,Standard Class,2628
CA-2021-132682,2021-06-08,2021-06-10,Second Class,2629
US-2020-131149,2020-07-10,2020-07-14,Standard Class,2630
CA-2021-146024,2021-03-02,2021-03-08,Standard Class,2631
CA-2020-121034,2020-08-08,2020-08-10,Second Class,2632
