Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID
CA-2019-163104,2019-03-19,2019-03-26,Standard Class,MC-18130
CA-2021-138464,2021-07-08,2021-07-12,Standard Class,VF-21715
CA-2019-104129,2019-02-27,2019-03-02,Standard Class,ES-14080
US-2021-132206,2021-06-16,2021-06-21,Standard Class,MK-17905
CA-2021-113474,2021-03-30,2021-03-31,First Class,TM-21490
CA-2019-126557,2019-07-12,2019-07-17,Second Class,RL-19615
US-2021-107636,2021-04-30,2021-05-02,First Class,NM-18520
US-2018-165862,2018-07-13,2018-07-17,Standard Class,GK-14620
US-2018-106334,2018-12-27,2019-01-02,Standard Class,JF-15490
CA-2020-101448,2020-02-27,2020-03-01,Second Class,EB-13930
CA-2019-130218,2019-03-23,2019-03-26,First Class,SG-20470
US-2021-117331,2021-10-21,2021-10-28,Standard Class,ND-18370
CA-2018-127383,2018-12-31,2019-01-05,Standard Class,CM-11815
CA-2019-118871,2019-12-04,2019-12-09,Second Class,HM-14860
CA-2021-129490,2021-09-26,2021-09-30,Standard Class,SJ-20125
US-2021-149510,2021-12-03,2021-12-10,Standard Class,MC-17575
CA-2019-111990,2019-11-08,2019-11-13,Standard Class,DB-13660
US-2019-152128,2019-05-25,2019-05-27,Second Class,NM-18445
CA-2021-126662,2021-07-17,2021-07-21,Standard Class,AB-10255
CA-2020-139395,2020-12-12,2020-12-18,Standard Class,MG-17650
US-2018-121734,2018-04-11,2018-04-16,Standard Class,SE-20110
CA-2019-110947,2019-06-09,2019-06-15,Standard Class,AG-10765
US-2018-150126,2018-07-27,2018-08-02,Standard Class,AS-10045
CA-2019-164427,2019-07-31,2019-08-06,Standard Class,AR-10405
CA-2020-120250,2020-09-19,2020-09-22,First Class,AP-10720
CA-2020-121993,2020-06-10,2020-06-12,First Class,JB-16000
US-2020-100405,2020-08-26,2020-08-28,Second Class,TS-21430
US-2021-163790,2021-11-02,2021-11-04,Second Class,NL-18310
CA-2020-129868,2020-12-26,2020-12-31,Standard Class,MC-18130
CA-2020-140564,2020-12-05,2020-12-10,Second Class,TC-21475
US-2021-169502,2021-08-28,2021-09-01,Standard Class,MG-17650
CA-2019-146948,2019-07-16,2019-07-20,Standard Class,MG-17890
US-2019-113327,2019-05-26,2019-05-29,Second Class,BF-11170
CA-2019-135020,2019-05-28,2019-06-02,Standard Class,MS-17770
US-2021-141852,2021-11-09,2021-11-14,Standard Class,JE-15745
CA-2020-109407,2020-01-24,2020-01-26,Second Class,HG-14965
US-2020-165953,2020-12-31,2021-01-06,Standard Class,EP-13915
CA-2020-144540,2020-09-05,2020-09-10,Standard Class,GH-14410
CA-2019-159863,2019-09-04,2019-09-07,Second Class,DS-13180
CA-2019-117800,2019-09-21,2019-09-26,Standard Class,TH-21550
CA-2021-145219,2021-12-24,2021-12-25,First Class,RM-19675
CA-2019-161214,2019-10-05,2019-10-08,Second Class,SF-20965
CA-2021-147228,2021-09-09,2021-09-14,Standard Class,SO-20335
CA-2020-101336,2020-11-13,2020-11-18,Standard Class,CK-12760
US-2019-126235,2019-10-15,2019-10-15,Same Day,GA-14725
CA-2021-168396,2021-08-03,2021-08-08,Second Class,BD-11725
CA-2019-130456,2019-08-21,2019-08-26,Standard Class,DS-13180
CA-2021-116288,2021-03-12,2021-03-17,Standard Class,BS-11380
CA-2021-168228,2021-04-27,2021-04-29,First Class,AP-10915
CA-2020-102162,2020-09-11,2020-09-16,Standard Class,JF-15565
CA-2021-130141,2021-10-22,2021-10-24,Second Class,HA-14905
CA-2019-147501,2019-08-02,2019-08-06,Standard Class,Co-12640
CA-2020-143910,2020-08-12,2020-08-16,Standard Class,BC-11125
CA-2018-146885,2018-05-30,2018-06-05,Standard Class,EB-13840
CA-2020-139556,2020-04-26,2020-05-01,Standard Class,DB-13360
CA-2021-129357,2021-05-14,2021-05-19,Standard Class,KB-16585
CA-2021-150987,2021-04-08,2021-04-12,Standard Class,AH-10120
CA-2021-132647,2021-02-17,2021-02-23,Standard Class,GH-14410
CA-2021-159107,2021-06-24,2021-06-26,Second Class,KT-16480
CA-2018-160738,2018-05-05,2018-05-10,Standard Class,KH-16330
CA-2019-112130,2019-05-03,2019-05-07,Standard Class,SV-20785
CA-2020-111409,2020-09-18,2020-09-22,Standard Class,PO-18850
CA-2020-116232,2020-09-22,2020-09-26,Standard Class,AC-10450
CA-2020-116547,2020-01-10,2020-01-17,Standard Class,KB-16585
US-2021-133200,2021-05-06,2021-05-11,Standard Class,DB-13555
CA-2020-133550,2020-07-31,2020-08-06,Standard Class,KL-16645
CA-2021-139416,2021-03-27,2021-03-29,Second Class,AG-10270
CA-2018-114510,2018-03-14,2018-03-19,Standard Class,JF-15295
CA-2020-169215,2020-07-14,2020-07-18,Second Class,RE-19450
CA-2020-127698,2020-12-01,2020-12-01,Same Day,MV-18190
CA-2020-159912,2020-08-29,2020-09-03,Standard Class,GB-14530
CA-2020-101987,2020-06-24,2020-06-30,Standard Class,HL-15040
US-2021-154851,2021-03-30,2021-04-03,Standard Class,BP-11155
CA-2018-138681,2018-12-20,2018-12-22,First Class,CT-11995
US-2019-138121,2019-12-17,2019-12-17,Same Day,JL-15835
CA-2021-140298,2021-05-11,2021-05-17,Standard Class,JK-16120
CA-2020-166240,2020-06-24,2020-06-28,Standard Class,DH-13075
CA-2020-158435,2020-05-17,2020-05-18,First Class,AG-10900
CA-2021-138149,2021-06-29,2021-06-30,First Class,WB-21850
CA-2018-112403,2018-03-31,2018-03-31,Same Day,JO-15280
CA-2018-108273,2018-12-16,2018-12-21,Standard Class,EJ-13720
US-2019-122910,2019-05-12,2019-05-16,Standard Class,LT-16765
CA-2021-143126,2021-12-03,2021-12-07,Second Class,CM-12655
CA-2019-129042,2019-12-12,2019-12-17,Standard Class,EM-13960
CA-2019-109736,2019-10-10,2019-10-11,First Class,DJ-13420
CA-2019-142601,2019-04-18,2019-04-20,Second Class,DE-13255
CA-2018-106229,2018-06-07,2018-06-11,Second Class,NR-18550
US-2021-135230,2021-09-01,2021-09-07,Standard Class,CK-12325
CA-2020-159653,2020-05-22,2020-05-22,Same Day,JF-15490
CA-2020-131968,2020-11-11,2020-11-15,Standard Class,LB-16795
CA-2018-119151,2018-11-25,2018-11-29,Second Class,MP-18175
CA-2018-123323,2018-11-07,2018-11-12,Standard Class,LH-16900
CA-2020-124681,2020-07-18,2020-07-23,Second Class,SV-20935
US-2019-103996,2019-03-29,2019-03-31,Second Class,RB-19435
CA-2020-120530,2020-04-07,2020-04-12,Standard Class,Dl-13600
CA-2019-155054,2019-06-13,2019-06-19,Standard Class,PS-19045
CA-2019-105725,2019-02-18,2019-02-24,Standard Class,GT-14755
CA-2021-164364,2021-11-12,2021-11-16,Standard Class,CS-12355
CA-2021-168123,2021-03-05,2021-03-05,Same Day,JD-16060
CA-2020-120005,2020-03-03,2020-03-03,Same Day,TS-21160
CA-2020-123526,2020-12-24,2020-12-25,First Class,BV-11245
CA-2020-127649,2020-10-07,2020-10-09,First Class,DL-13495
CA-2020-159989,2020-12-09,2020-12-13,Standard Class,EB-13870
CA-2021-103499,2021-11-20,2021-11-24,Standard Class,ES-14020
US-2019-167220,2019-12-12,2019-12-16,Standard Class,JB-15925
CA-2021-126354,2021-02-03,2021-02-08,Standard Class,SC-20380
CA-2021-169817,2021-09-21,2021-09-25,Standard Class,EB-13870
US-2021-144582,2021-04-30,2021-05-05,Standard Class,TC-21475
CA-2018-121573,2018-11-03,2018-11-07,Standard Class,SG-20605
CA-2020-117660,2020-12-30,2021-01-04,Standard Class,BM-11785
CA-2018-112851,2018-09-17,2018-09-21,Standard Class,NR-18550
CA-2021-123701,2021-11-24,2021-11-27,First Class,PG-18820
CA-2019-118227,2019-04-24,2019-04-28,Standard Class,DB-13270
CA-2019-123155,2019-03-09,2019-03-12,First Class,NS-18640
CA-2021-158883,2021-06-02,2021-06-03,Same Day,CS-11860
US-2020-114888,2020-09-19,2020-09-24,Second Class,CC-12430
US-2018-167262,2018-10-31,2018-11-03,Second Class,AC-10450
CA-2021-119746,2021-11-23,2021-11-27,Standard Class,CM-12385
CA-2021-108091,2021-11-16,2021-11-21,Standard Class,EK-13795
CA-2020-101630,2020-02-19,2020-02-23,Second Class,CK-12760
CA-2021-132346,2021-11-07,2021-11-11,Standard Class,PK-19075
CA-2018-150301,2018-07-08,2018-07-10,First Class,MH-18025
CA-2018-159310,2018-11-07,2018-11-12,Standard Class,SC-20725
US-2021-147984,2021-01-28,2021-02-01,Standard Class,GB-14575
CA-2019-104346,2019-12-11,2019-12-16,Standard Class,IM-15070
US-2019-141684,2019-06-29,2019-07-04,Standard Class,MM-18055
CA-2019-144722,2019-03-16,2019-03-23,Standard Class,MF-18250
CA-2019-120516,2019-08-13,2019-08-17,Standard Class,CK-12595
US-2020-148901,2020-05-14,2020-05-19,Standard Class,MK-17905
CA-2021-136364,2021-07-13,2021-07-17,Second Class,MH-17455
CA-2019-137708,2019-11-22,2019-11-25,Second Class,NG-18430
CA-2018-149055,2018-11-23,2018-11-28,Standard Class,PB-19210
CA-2019-151589,2019-12-27,2019-12-30,First Class,RE-19450
CA-2020-121370,2020-11-14,2020-11-19,Second Class,EB-14110
CA-2020-111696,2020-05-08,2020-05-10,First Class,TB-21625
CA-2018-139598,2018-12-26,2018-12-31,Standard Class,MG-17695
CA-2021-117436,2021-06-08,2021-06-14,Standard Class,LW-17125
CA-2019-140025,2019-04-07,2019-04-11,Standard Class,PF-19120
CA-2020-134222,2020-07-10,2020-07-11,Same Day,NZ-18565
CA-2020-140018,2020-11-21,2020-11-26,Standard Class,CK-12205
US-2021-136707,2021-11-12,2021-11-15,First Class,JE-15610
CA-2018-152562,2018-11-01,2018-11-08,Standard Class,JO-15145
CA-2020-152408,2020-05-15,2020-05-21,Standard Class,TT-21220
CA-2018-120278,2018-11-07,2018-11-12,Standard Class,MS-17365
CA-2021-167661,2021-10-05,2021-10-10,Standard Class,MP-18175
CA-2021-106831,2021-06-01,2021-06-03,First Class,FH-14350
CA-2021-154123,2021-11-20,2021-11-25,Standard Class,SC-20050
CA-2020-136049,2020-12-23,2020-12-28,Standard Class,NM-18520
CA-2021-118402,2021-09-29,2021-10-04,Standard Class,JO-15280
US-2020-139388,2020-11-07,2020-11-09,First Class,CC-12475
US-2018-128685,2018-04-04,2018-04-05,First Class,MZ-17515
CA-2019-124044,2019-07-23,2019-07-26,Second Class,MS-17830
CA-2018-164469,2018-06-25,2018-06-27,Second Class,GK-14620
CA-2018-107818,2018-09-08,2018-09-14,Standard Class,MC-17275
CA-2018-113320,2018-12-12,2018-12-15,Second Class,LH-17155
CA-2019-137526,2019-01-13,2019-01-17,Standard Class,PB-19150
CA-2021-136063,2021-12-15,2021-12-19,Standard Class,SS-20140
CA-2020-101546,2020-12-18,2020-12-24,Standard Class,GK-14620
CA-2018-138940,2018-04-11,2018-04-16,Second Class,GM-14455
CA-2020-125164,2020-11-10,2020-11-14,Standard Class,SH-19975
CA-2021-163531,2021-06-26,2021-06-30,Standard Class,SC-20725
CA-2021-122490,2021-11-13,2021-11-18,Standard Class,TT-21070
CA-2021-131366,2021-11-24,2021-11-29,Standard Class,SC-20440
CA-2021-164042,2021-05-23,2021-05-27,Standard Class,KL-16645
CA-2018-132864,2018-12-02,2018-12-07,Standard Class,KN-16390
US-2018-155817,2018-10-03,2018-10-09,Standard Class,SL-20155
US-2020-131891,2020-07-29,2020-07-31,First Class,PW-19240
CA-2021-143567,2021-11-02,2021-11-05,Second Class,TB-21175
CA-2021-104080,2021-03-08,2021-03-15,Standard Class,AH-10210
CA-2018-151379,2018-12-16,2018-12-20,Standard Class,SC-20695
CA-2020-163167,2020-11-28,2020-12-01,Second Class,RF-19345
CA-2020-135776,2020-12-23,2020-12-30,Standard Class,EH-13765
US-2018-122021,2018-10-15,2018-10-17,First Class,AC-10660
CA-2020-130484,2020-08-22,2020-08-27,Standard Class,SG-20470
CA-2021-120936,2021-12-17,2021-12-21,Standard Class,CA-12310
CA-2021-110884,2021-03-07,2021-03-12,Standard Class,SH-20395
US-2018-161613,2018-12-01,2018-12-03,Second Class,MC-17605
US-2018-146353,2018-10-14,2018-10-16,Second Class,JE-15610
CA-2018-133809,2018-11-18,2018-11-23,Second Class,MS-17530
CA-2021-127306,2021-01-14,2021-01-18,Standard Class,BH-11710
CA-2019-161830,2019-09-24,2019-09-26,Second Class,ME-17725
CA-2021-163125,2021-10-09,2021-10-11,Second Class,MB-17305
CA-2020-160304,2020-01-02,2020-01-07,Standard Class,BM-11575
CA-2021-101728,2021-08-19,2021-08-23,Standard Class,SC-20575
CA-2021-114055,2021-12-25,2021-12-29,Second Class,MH-18115
CA-2021-126438,2021-09-10,2021-09-13,First Class,AR-10345
CA-2021-117653,2021-10-19,2021-10-23,Standard Class,MO-17500
CA-2021-143245,2021-12-01,2021-12-06,Standard Class,AD-10180
US-2018-138828,2018-09-02,2018-09-03,First Class,KD-16345
CA-2021-143651,2021-03-25,2021-03-30,Standard Class,FM-14215
CA-2019-106978,2019-09-28,2019-10-04,Standard Class,ZC-21910
CA-2019-155124,2019-03-15,2019-03-21,Standard Class,KS-16300
CA-2021-150931,2021-01-06,2021-01-13,Standard Class,DP-13390
CA-2018-157147,2018-01-13,2018-01-18,Standard Class,BD-11605
CA-2019-156482,2019-02-06,2019-02-13,Standard Class,IL-15100
CA-2021-106782,2021-12-21,2021-12-27,Standard Class,LP-17095
CA-2020-151372,2020-09-05,2020-09-06,First Class,JH-15985
CA-2018-102085,2018-10-04,2018-10-09,Standard Class,JD-16015
CA-2021-107125,2021-11-27,2021-12-02,Standard Class,BD-11320
CA-2020-125815,2020-10-28,2020-11-01,Second Class,DL-13330
CA-2019-144190,2019-06-09,2019-06-13,Standard Class,NC-18415
CA-2021-117926,2021-12-08,2021-12-12,Second Class,AS-10225
CA-2019-153906,2019-03-16,2019-03-20,Standard Class,MS-17980
CA-2018-160262,2018-06-09,2018-06-13,Second Class,TS-21205
CA-2019-127607,2019-03-20,2019-03-26,Standard Class,JK-15730
CA-2020-166226,2020-11-18,2020-11-22,Standard Class,TC-21535
CA-2018-156587,2018-03-07,2018-03-08,First Class,AB-10015
CA-2020-141180,2020-05-15,2020-05-19,Second Class,DP-13000
CA-2019-109708,2019-05-25,2019-05-28,Second Class,CY-12745
CA-2019-122406,2019-08-02,2019-08-05,Second Class,BE-11455
US-2020-153815,2020-11-06,2020-11-09,First Class,KL-16555
CA-2020-164896,2020-11-07,2020-11-12,Standard Class,PS-19045
CA-2019-142202,2019-09-18,2019-09-23,Second Class,JR-16210
CA-2019-165050,2019-12-07,2019-12-09,First Class,AH-10210
US-2020-131114,2020-12-09,2020-12-13,Second Class,RW-19630
CA-2018-160066,2018-11-16,2018-11-22,Standard Class,AH-10075
CA-2020-109925,2020-11-06,2020-11-10,Second Class,IM-15070
CA-2019-160696,2019-09-06,2019-09-10,Standard Class,CK-12760
CA-2018-125171,2018-09-03,2018-09-03,Same Day,AG-10390
CA-2020-149279,2020-04-24,2020-04-28,Standard Class,CL-12700
CA-2021-107321,2021-08-31,2021-09-04,Standard Class,AW-10930
US-2021-122714,2021-12-07,2021-12-13,Standard Class,HG-14965
CA-2019-153038,2019-12-18,2019-12-25,Standard Class,RB-19645
CA-2018-132227,2018-11-04,2018-11-10,Standard Class,SZ-20035
CA-2021-155824,2021-03-10,2021-03-15,Standard Class,KS-16300
CA-2020-129238,2020-01-31,2020-02-04,Standard Class,SC-20050
CA-2021-159688,2021-05-07,2021-05-12,Standard Class,AB-10060
CA-2020-136126,2020-05-24,2020-05-24,Same Day,EH-14125
CA-2020-155033,2020-10-07,2020-10-12,Standard Class,CC-12475
CA-2019-158659,2019-11-10,2019-11-14,Second Class,SC-20695
CA-2019-169796,2019-11-09,2019-11-14,Standard Class,Dp-13240
CA-2019-102876,2019-09-07,2019-09-14,Standard Class,LR-17035
US-2021-139647,2021-05-11,2021-05-13,First Class,TS-21370
US-2021-160465,2021-07-21,2021-07-26,Standard Class,SW-20350
CA-2018-153850,2018-11-24,2018-11-29,Standard Class,TH-21100
CA-2018-127558,2018-11-15,2018-11-18,First Class,SS-20410
CA-2021-136511,2021-03-23,2021-03-25,Second Class,MZ-17515
CA-2020-133795,2020-12-18,2020-12-24,Standard Class,JE-15475
US-2021-130953,2021-07-29,2021-08-03,Standard Class,RF-19735
CA-2018-151792,2018-09-02,2018-09-07,Second Class,CV-12295
CA-2021-139304,2021-01-29,2021-02-02,Standard Class,VG-21790
CA-2020-155166,2020-12-26,2021-01-02,Standard Class,BB-11545
CA-2019-103954,2019-08-09,2019-08-13,Second Class,HR-14770
CA-2018-169803,2018-04-06,2018-04-12,Standard Class,SC-20260
CA-2021-141719,2021-11-17,2021-11-21,Second Class,EG-13900
CA-2019-136469,2019-07-11,2019-07-12,First Class,TS-21370
CA-2020-158694,2020-11-10,2020-11-13,Second Class,AI-10855
US-2018-104759,2018-03-31,2018-04-04,Standard Class,DD-13570
CA-2019-150511,2019-09-18,2019-09-24,Standard Class,AB-10060
CA-2019-134922,2019-11-07,2019-11-11,Standard Class,KB-16240
US-2021-120607,2021-05-19,2021-05-19,Same Day,JC-15775
CA-2019-141243,2019-01-03,2019-01-08,Second Class,AH-10465
CA-2019-162166,2019-09-08,2019-09-11,First Class,NM-18520
CA-2020-120796,2020-04-03,2020-04-07,Standard Class,CS-11950
CA-2020-109722,2020-12-05,2020-12-07,Second Class,TP-21130
CA-2019-136798,2019-05-08,2019-05-12,Standard Class,DL-12925
CA-2021-122196,2021-09-22,2021-09-24,First Class,CA-12265
CA-2021-142090,2021-11-30,2021-12-07,Standard Class,SC-20380
CA-2021-160934,2021-01-15,2021-01-19,Standard Class,TT-21460
CA-2018-124478,2018-08-08,2018-08-12,Standard Class,MA-17560
CA-2019-145485,2019-11-05,2019-11-05,Same Day,JM-16195
CA-2021-151071,2021-04-25,2021-04-29,Second Class,MB-18085
CA-2018-134572,2018-04-20,2018-04-22,Second Class,SV-20365
CA-2021-143217,2021-11-11,2021-11-17,Standard Class,CG-12040
US-2021-133312,2021-11-25,2021-11-29,Standard Class,BD-11500
US-2019-137533,2019-12-18,2019-12-18,Same Day,JK-15640
CA-2020-155138,2020-09-08,2020-09-12,Standard Class,JM-15580
CA-2020-108350,2020-06-06,2020-06-09,Second Class,SC-20230
CA-2019-144302,2019-06-19,2019-06-23,Standard Class,ME-17320
CA-2019-109001,2019-03-05,2019-03-09,Standard Class,KN-16390
CA-2021-132738,2021-08-04,2021-08-07,First Class,HM-14860
CA-2021-156720,2021-12-30,2022-01-03,Standard Class,JM-15580
CA-2019-119102,2019-05-23,2019-05-27,Standard Class,KH-16690
US-2018-140452,2018-12-06,2018-12-10,Standard Class,BK-11260
CA-2019-141936,2019-08-07,2019-08-12,Standard Class,PN-18775
CA-2018-158442,2018-03-17,2018-03-17,Same Day,AZ-10750
CA-2019-167374,2019-03-26,2019-03-30,Second Class,GM-14500
CA-2018-116568,2018-12-14,2018-12-20,Standard Class,BM-11785
CA-2019-147102,2019-09-19,2019-09-26,Standard Class,NH-18610
CA-2021-132213,2021-04-25,2021-04-26,First Class,PN-18775
CA-2018-138450,2018-10-18,2018-10-22,Standard Class,EH-13765
CA-2019-153073,2019-11-13,2019-11-13,Same Day,HA-14905
CA-2020-147970,2020-01-31,2020-02-02,Second Class,AB-10150
CA-2020-150658,2020-11-17,2020-11-22,Standard Class,MS-17365
CA-2021-125640,2021-07-25,2021-07-29,Standard Class,DD-13570
CA-2021-154137,2021-11-11,2021-11-17,Standard Class,MT-17815
CA-2019-127173,2019-09-26,2019-10-03,Standard Class,GM-14500
CA-2018-149538,2018-04-04,2018-04-08,Standard Class,KB-16585
CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015
CA-2021-146626,2021-12-29,2022-01-05,Standard Class,BP-11185
CA-2019-123330,2019-06-21,2019-06-27,Standard Class,EP-13915
CA-2021-155607,2021-11-26,2021-11-30,Standard Class,FG-14260
CA-2020-151323,2020-10-23,2020-10-28,Standard Class,AB-10255
CA-2019-146696,2019-12-14,2019-12-19,Standard Class,RD-19480
CA-2020-128972,2020-11-13,2020-11-17,Standard Class,TS-21430
CA-2021-128335,2021-09-29,2021-10-05,Standard Class,JA-15970
CA-2019-154886,2019-11-08,2019-11-12,Standard Class,SW-20455
CA-2020-111213,2020-04-01,2020-04-05,Standard Class,FP-14320
CA-2021-161333,2021-02-02,2021-02-07,Standard Class,JL-15835
CA-2021-128734,2021-12-24,2021-12-31,Standard Class,JL-15175
CA-2018-141796,2018-06-21,2018-06-21,Same Day,JG-15160
CA-2021-125101,2021-03-06,2021-03-10,Second Class,SH-19975
CA-2021-169929,2021-09-25,2021-09-28,First Class,LS-17200
US-2018-121566,2018-06-30,2018-07-06,Standard Class,CS-11860
US-2019-124219,2019-08-07,2019-08-08,First Class,KW-16570
CA-2021-163006,2021-06-30,2021-07-04,Second Class,GH-14410
CA-2019-156146,2019-10-26,2019-10-30,Second Class,AG-10495
CA-2018-111192,2018-07-30,2018-08-05,Standard Class,TS-21430
CA-2020-115378,2020-11-18,2020-11-23,Second Class,AJ-10945
CA-2019-161627,2019-07-06,2019-07-11,Standard Class,SJ-20215
CA-2018-121006,2018-11-10,2018-11-16,Standard Class,SC-20020
CA-2020-122903,2020-05-27,2020-05-29,Second Class,LA-16780
CA-2019-107741,2019-03-08,2019-03-10,First Class,FC-14335
CA-2021-106432,2021-10-19,2021-10-24,Standard Class,CA-12265
CA-2020-148908,2020-11-05,2020-11-08,First Class,JH-15985
CA-2020-123015,2020-12-26,2020-12-30,Standard Class,AJ-10795
US-2019-120502,2019-04-13,2019-04-19,Standard Class,BT-11395
CA-2021-108749,2021-09-12,2021-09-15,First Class,DJ-13510
CA-2021-163335,2021-09-24,2021-09-27,First Class,AG-10675
CA-2019-134719,2019-10-10,2019-10-15,Standard Class,JD-15790
US-2019-154389,2019-11-27,2019-12-03,Standard Class,EH-14125
CA-2019-115567,2019-09-13,2019-09-18,Standard Class,ZC-21910
US-2021-136679,2021-11-14,2021-11-18,Standard Class,XP-21865
US-2021-141943,2021-05-05,2021-05-09,Standard Class,DK-12985
CA-2018-101560,2018-11-28,2018-12-01,Second Class,CS-12250
CA-2018-159709,2018-05-10,2018-05-15,Standard Class,AI-10855
CA-2020-103982,2020-03-03,2020-03-08,Standard Class,AA-10315
CA-2019-142454,2019-08-15,2019-08-19,Standard Class,RE-19450
CA-2019-102016,2019-09-12,2019-09-18,Standard Class,TM-21010
CA-2019-156755,2019-01-12,2019-01-18,Standard Class,YS-21880
CA-2019-130876,2019-05-12,2019-05-16,Second Class,AZ-10750
CA-2020-145898,2020-09-26,2020-09-26,Same Day,CM-12445
US-2021-159562,2021-09-09,2021-09-15,Standard Class,JB-16000
CA-2021-134635,2021-04-15,2021-04-17,Second Class,NS-18640
CA-2021-167080,2021-06-10,2021-06-14,Standard Class,LC-16930
CA-2021-145653,2021-09-01,2021-09-01,Same Day,CA-12775
CA-2018-140487,2018-06-14,2018-06-20,Standard Class,SR-20425
CA-2021-117401,2021-05-18,2021-05-22,Second Class,PP-18955
US-2021-109582,2021-09-12,2021-09-17,Second Class,JM-15865
CA-2020-119865,2020-06-21,2020-06-26,Standard Class,AS-10090
US-2018-147648,2018-11-26,2018-12-01,Standard Class,LS-16975
CA-2021-124436,2021-03-19,2021-03-22,Second Class,SA-20830
CA-2018-115084,2018-10-18,2018-10-22,Standard Class,LS-17200
CA-2021-131037,2021-08-22,2021-08-23,First Class,TM-21490
CA-2020-111143,2020-11-19,2020-11-22,First Class,TT-21265
CA-2018-166744,2018-09-20,2018-09-24,Standard Class,DN-13690
CA-2020-116561,2020-09-11,2020-09-17,Standard Class,EB-14110
CA-2020-110730,2020-09-23,2020-09-26,Second Class,CM-11815
CA-2021-146367,2021-08-04,2021-08-08,Standard Class,HM-14860
CA-2020-149454,2020-07-25,2020-07-26,First Class,KM-16375
CA-2020-156265,2020-08-02,2020-08-04,Second Class,BF-11020
US-2019-168914,2019-05-21,2019-05-27,Standard Class,JE-15745
US-2021-110989,2021-11-03,2021-11-05,Second Class,EJ-14155
CA-2019-106215,2019-04-16,2019-04-21,Standard Class,BN-11470
US-2020-169369,2020-12-12,2020-12-18,Standard Class,EC-14050
CA-2019-132318,2019-10-30,2019-11-02,First Class,TT-21220
US-2018-131982,2018-03-07,2018-03-11,Second Class,NP-18685
CA-2019-125185,2019-03-05,2019-03-07,Second Class,AH-10195
CA-2020-130078,2020-08-08,2020-08-14,Standard Class,CC-12145
US-2021-114034,2021-01-03,2021-01-08,Standard Class,DL-13315
US-2021-115595,2021-10-09,2021-10-11,First Class,XP-21865
CA-2021-158722,2021-10-20,2021-10-26,Standard Class,MA-17560
CA-2018-105165,2018-09-07,2018-09-10,First Class,SZ-20035
CA-2021-147452,2021-09-30,2021-10-03,First Class,CS-11845
US-2021-114657,2021-11-16,2021-11-21,Standard Class,MH-18115
CA-2021-144484,2021-09-11,2021-09-11,Same Day,CB-12025
CA-2021-125913,2021-01-16,2021-01-16,Same Day,JO-15145
US-2020-158309,2020-11-26,2020-11-29,First Class,PA-19060
CA-2021-147333,2021-12-14,2021-12-20,Standard Class,KL-16555
CA-2018-113859,2018-09-13,2018-09-17,Standard Class,BC-11125
CA-2018-159681,2018-12-07,2018-12-13,Standard Class,PO-18850
US-2021-104094,2021-09-07,2021-09-11,Standard Class,AG-10675
CA-2021-152709,2021-10-07,2021-10-12,Standard Class,DB-13210
CA-2019-105158,2019-09-05,2019-09-10,Standard Class,SP-20860
CA-2018-133424,2018-03-30,2018-04-04,Standard Class,Dl-13600
CA-2021-105991,2021-05-05,2021-05-06,First Class,LH-17020
US-2021-136784,2021-04-30,2021-05-05,Standard Class,AD-10180
CA-2018-146283,2018-09-08,2018-09-15,Standard Class,KT-16465
CA-2021-151218,2021-06-20,2021-06-23,First Class,PJ-19015
CA-2019-111073,2019-12-26,2019-12-30,Standard Class,MC-18100
CA-2021-144883,2021-08-15,2021-08-19,Standard Class,BO-11350
CA-2021-142174,2021-03-04,2021-03-09,Standard Class,DP-13000
CA-2021-108791,2021-07-27,2021-07-31,Standard Class,TM-21490
CA-2020-106656,2020-09-23,2020-09-26,First Class,DV-13045
CA-2020-113831,2020-05-30,2020-06-03,Standard Class,AH-10690
US-2018-139500,2018-11-16,2018-11-20,Standard Class,AB-10165
US-2018-166310,2018-09-21,2018-09-23,First Class,JS-15940
US-2020-168410,2020-02-21,2020-02-26,Standard Class,BV-11245
CA-2021-131254,2021-11-19,2021-11-21,First Class,NC-18415
CA-2020-123414,2020-08-21,2020-08-27,Standard Class,SU-20665
CA-2021-137876,2021-04-30,2021-05-05,Standard Class,DJ-13510
CA-2020-154060,2020-05-02,2020-05-08,Standard Class,DL-12865
US-2021-162558,2021-10-02,2021-10-05,First Class,Dp-13240
CA-2021-134439,2021-09-18,2021-09-23,Second Class,TM-21010
CA-2019-119508,2019-12-04,2019-12-09,Standard Class,TZ-21580
CA-2019-152681,2019-01-17,2019-01-22,Standard Class,SC-20260
CA-2018-130813,2018-01-06,2018-01-08,Second Class,LS-17230
CA-2019-120320,2019-03-05,2019-03-09,Standard Class,MV-18190
CA-2020-111941,2020-12-25,2020-12-28,Second Class,BD-11620
CA-2020-123120,2020-09-04,2020-09-08,Standard Class,CV-12295
CA-2018-103331,2018-08-26,2018-09-01,Standard Class,KB-16315
CA-2019-169278,2019-05-21,2019-05-25,Standard Class,ME-18010
CA-2021-111577,2021-10-16,2021-10-21,Standard Class,AJ-10780
CA-2019-146486,2019-11-09,2019-11-14,Second Class,DV-13465
US-2018-168501,2018-11-21,2018-11-27,Standard Class,JK-15325
CA-2021-108539,2021-03-21,2021-03-23,Second Class,SC-20725
